Student_ID,Age,Gender,HighSchoolGPA,TestScore,CourseType,AttendanceRatio,StudyHabitsScore,ExtracurricularScore,AcademicPerformance
4704,19,Female,2.77,227,Engineering,0.8,0.51,0.68,Poor
4705,28,Female,2.0,719,Engineering,0.89,0.79,0.32,Good
4706,23,Male,3.46,509,Science,0.76,0.95,0.36,Average
4707,19,Male,3.5,740,Science,0.88,0.22,0.65,Average
4708,20,Male,3.49,693,Science,0.94,0.59,0.4,Poor
4709,21,Male,2.69,233,Engineering,0.98,0.88,0.22,Poor
4710,28,Male,3.04,206,Arts,0.69,0.84,0.18,Poor
4711,22,Male,2.72,239,Science,0.84,0.52,0.72,Poor
4712,26,Female,2.03,529,Science,0.71,0.95,0.75,Good
4713,29,Male,3.12,261,Arts,0.95,0.71,0.2,Average
4714,21,Female,2.25,285,Arts,0.96,0.52,0.32,Poor
4715,28,Male,2.16,315,Engineering,0.73,0.06,0.96,Good
4716,26,Female,3.51,776,Science,0.86,0.49,0.98,Poor
4717,28,Female,2.02,496,Engineering,0.96,0.42,0.59,Good
4718,27,Male,3.92,578,Science,0.8,0.31,0.76,Average
4719,20,Female,3.03,521,Engineering,0.89,0.94,0.75,Good
4720,25,Male,3.97,594,Engineering,0.92,0.93,0.4,Poor
4721,29,Male,2.12,556,Arts,0.95,0.34,0.05,Average
4722,18,Male,3.17,761,Science,0.81,0.44,0.74,Poor
4723,28,Male,2.7,618,Arts,0.98,0.75,0.14,Average
4724,26,Female,3.69,677,Arts,0.85,0.84,0.29,Poor
4725,26,Male,2.72,535,Arts,0.66,0.11,0.32,Good
4726,27,Female,2.52,790,Science,0.84,0.49,0.35,Average
4727,19,Female,3.72,219,Engineering,0.72,0.91,0.47,Good
4728,21,Female,2.75,611,Engineering,0.75,0.66,0.5,Good
4729,25,Male,2.03,748,Science,0.92,0.54,0.48,Poor
4730,24,Female,2.78,458,Science,0.99,0.72,0.16,Average
4731,18,Male,3.31,556,Engineering,0.95,0.66,0.65,Good
4732,22,Female,2.51,400,Engineering,0.73,0.94,0.79,Poor
4733,24,Male,2.86,610,Arts,0.78,0.91,0.46,Poor
4734,21,Male,2.11,487,Engineering,0.99,0.4,0.84,Good
4735,18,Male,3.18,247,Arts,0.97,0.03,0.44,Good
4736,26,Male,3.51,757,Engineering,0.99,0.33,0.57,Good
4737,22,Female,2.83,569,Engineering,0.77,0.2,0.07,Poor
4738,28,Female,2.84,430,Engineering,0.92,0.13,0.15,Average
4739,19,Male,2.18,294,Arts,0.95,0.89,0.77,Poor
4740,25,Female,2.4,502,Arts,0.62,0.71,0.25,Good
4741,28,Male,2.31,417,Engineering,0.71,0.03,0.09,Poor
4742,19,Male,2.96,751,Arts,0.95,0.92,0.57,Average
4743,20,Female,3.06,586,Arts,0.76,0.9,0.09,Poor
4744,27,Male,3.9,290,Arts,0.71,0.95,0.68,Poor
4745,18,Male,2.15,257,Arts,0.71,0.83,0.69,Poor
4746,28,Male,3.2,633,Science,0.75,0.08,0.45,Poor
4747,19,Male,3.05,721,Arts,0.7,0.62,0.69,Poor
4748,24,Male,3.03,682,Engineering,0.6,0.08,0.8,Good
4749,27,Female,3.75,566,Arts,0.67,0.71,0.2,Average
4750,19,Female,2.41,606,Engineering,0.95,0.2,0.65,Good
4751,23,Female,2.08,717,Arts,0.63,0.94,0.69,Poor
4752,20,Male,3.34,530,Engineering,0.77,0.93,0.19,Poor
4753,21,Male,2.69,434,Science,0.78,0.59,0.73,Poor
4754,28,Male,2.04,610,Engineering,0.91,0.75,0.72,Average
4755,25,Male,2.5,382,Arts,0.7,0.86,0.16,Good
4756,20,Male,2.62,486,Arts,0.72,0.39,0.32,Good
4757,27,Male,3.23,322,Engineering,0.61,0.58,0.94,Poor
4758,23,Female,2.35,357,Science,0.96,0.18,0.07,Good
4759,18,Male,2.83,522,Arts,0.87,0.99,0.23,Average
4760,24,Female,2.96,212,Arts,0.71,0.93,0.58,Good
4761,25,Male,2.92,765,Engineering,0.96,0.48,0.97,Poor
4762,28,Female,3.95,754,Engineering,0.63,0.55,0.26,Good
4763,25,Male,2.09,762,Science,0.75,0.44,0.82,Good
4764,20,Female,3.9,403,Engineering,0.83,0.0,0.37,Good
4765,27,Female,3.16,501,Arts,0.8,0.23,0.35,Good
4766,18,Male,3.59,242,Engineering,0.86,0.1,1.0,Average
4767,26,Male,2.86,796,Science,0.72,0.32,0.82,Poor
4768,23,Female,2.91,705,Science,0.9,0.24,0.25,Good
4769,28,Male,3.76,390,Arts,0.76,0.76,0.19,Good
4770,26,Male,3.79,259,Engineering,0.65,0.5,0.08,Good
4771,24,Male,2.48,665,Arts,0.9,0.82,0.48,Average
4772,18,Female,2.4,578,Science,0.96,0.64,0.33,Poor
4773,29,Male,2.99,628,Science,0.75,0.66,0.38,Average
4774,29,Female,3.8,261,Engineering,0.84,0.88,0.43,Poor
4775,18,Female,2.64,501,Engineering,0.88,0.85,0.99,Good
4776,23,Male,3.3,371,Arts,0.93,0.06,0.0,Poor
4777,22,Female,3.42,704,Science,0.68,0.58,0.43,Poor
4778,26,Male,3.56,262,Arts,0.83,0.41,0.06,Poor
4779,19,Male,3.13,215,Arts,0.9,0.6,0.67,Good
4780,25,Female,2.8,300,Arts,0.68,0.86,0.05,Average
4781,28,Female,3.93,375,Science,0.79,0.01,0.77,Good
4782,22,Female,3.22,392,Engineering,0.79,0.01,0.87,Average
4783,19,Female,3.46,472,Science,0.94,0.06,0.97,Average
4784,27,Female,2.69,666,Arts,0.91,0.87,0.12,Average
4785,28,Male,3.34,374,Science,0.69,0.35,0.98,Average
4786,28,Female,2.52,433,Arts,0.69,0.37,0.41,Average
4787,29,Male,2.49,415,Arts,0.89,0.35,0.63,Good
4788,23,Male,3.43,690,Engineering,0.9,0.23,0.0,Good
4789,27,Female,3.04,616,Arts,0.67,0.04,0.37,Average
4790,25,Female,3.37,732,Science,0.76,0.91,0.35,Poor
4791,21,Female,2.54,650,Engineering,0.93,0.23,0.5,Good
4792,19,Female,3.2,479,Engineering,0.63,0.89,0.13,Average
4793,29,Female,2.89,443,Engineering,0.75,0.96,0.69,Average
4794,28,Male,3.19,345,Engineering,0.86,0.58,0.6,Poor
4795,22,Male,2.58,266,Engineering,0.91,0.37,0.21,Poor
4796,29,Male,3.43,302,Science,0.86,0.77,0.98,Average
4797,19,Female,3.61,509,Arts,0.76,0.03,0.01,Poor
4798,19,Female,2.52,316,Arts,1.0,0.93,0.34,Good
4799,23,Male,2.6,671,Arts,0.62,0.41,0.26,Average
4800,28,Female,3.32,520,Arts,0.8,0.31,0.56,Good
4801,27,Female,3.39,634,Engineering,0.8,0.13,0.89,Average
4802,26,Female,3.41,569,Arts,0.7,0.96,0.66,Good
4803,21,Male,3.37,386,Arts,0.82,0.81,0.05,Average
4804,23,Female,2.79,787,Engineering,0.69,0.72,0.86,Good
4805,24,Male,2.79,668,Engineering,0.78,0.93,0.27,Poor
4806,28,Female,2.51,672,Engineering,0.77,0.96,0.11,Average
4807,23,Female,2.31,755,Arts,0.91,0.27,0.43,Average
4808,25,Male,3.39,653,Engineering,0.98,0.79,0.9,Average
4809,21,Female,2.19,645,Engineering,0.68,0.77,0.03,Average
4810,29,Female,3.88,293,Science,1.0,0.56,0.63,Good
4811,18,Female,3.65,237,Science,0.98,0.15,0.33,Average
4812,24,Male,3.72,681,Arts,0.65,0.94,0.62,Poor
4813,20,Female,3.81,310,Engineering,0.96,0.32,0.27,Good
4814,23,Female,2.82,609,Arts,0.83,0.58,0.97,Average
4815,19,Female,3.69,367,Science,0.95,0.02,0.11,Average
4816,26,Female,2.32,765,Science,0.98,0.43,0.16,Good
4817,18,Female,2.04,596,Engineering,0.94,0.62,0.05,Good
4818,23,Male,3.57,326,Arts,0.76,0.38,0.79,Average
4819,23,Male,2.15,241,Science,0.85,0.48,0.09,Good
4820,22,Female,3.98,240,Engineering,0.79,0.19,0.28,Poor
4821,22,Female,3.35,761,Arts,0.75,0.35,0.21,Average
4822,18,Male,3.51,686,Engineering,0.7,0.72,0.35,Average
4823,27,Female,2.49,598,Engineering,0.78,0.97,0.77,Good
4824,29,Female,3.35,381,Science,0.92,0.47,0.95,Poor
4825,22,Female,2.09,380,Arts,0.94,0.69,0.88,Poor
4826,19,Female,3.68,663,Science,0.98,0.98,0.84,Average
4827,24,Female,2.34,249,Arts,0.72,0.77,0.42,Poor
4828,20,Female,3.39,607,Arts,0.86,0.01,0.8,Poor
4829,21,Female,2.45,600,Engineering,0.88,0.94,0.78,Poor
4830,20,Female,2.14,345,Engineering,0.68,0.87,0.25,Average
4831,20,Male,2.96,497,Arts,0.75,0.27,0.26,Average
4832,21,Male,2.34,344,Engineering,0.74,0.18,0.5,Poor
4833,22,Female,3.46,215,Science,0.99,0.9,0.96,Poor
4834,18,Female,2.48,284,Arts,0.98,0.69,0.11,Average
4835,21,Female,2.68,415,Science,0.93,0.24,0.99,Average
4836,29,Female,3.13,681,Engineering,0.79,0.71,0.16,Good
4837,29,Male,2.57,251,Arts,0.71,0.6,0.49,Good
4838,28,Male,2.76,747,Engineering,0.97,0.31,0.3,Poor
4839,25,Male,3.63,306,Science,0.71,0.56,0.42,Average
4840,27,Male,2.36,418,Arts,0.81,0.53,0.96,Average
4841,24,Female,2.16,536,Engineering,0.7,0.51,0.63,Average
4842,26,Female,2.66,570,Science,0.99,0.52,0.3,Poor
4843,22,Female,2.85,453,Science,0.62,0.0,0.63,Good
4844,27,Male,3.09,604,Engineering,0.67,0.27,0.45,Average
4845,21,Female,2.74,779,Arts,0.91,0.43,0.94,Average
4846,25,Female,3.58,229,Engineering,0.66,0.13,0.35,Good
4847,26,Male,2.08,384,Arts,0.99,0.75,0.58,Average
4848,24,Male,2.86,488,Science,0.73,0.85,0.85,Average
4849,24,Male,2.76,558,Science,0.97,0.82,0.96,Good
4850,22,Male,3.3,673,Science,0.86,0.46,0.8,Good
4851,21,Male,3.93,764,Engineering,0.85,0.69,0.94,Average
4852,27,Female,3.02,599,Engineering,0.97,0.08,0.46,Average
4853,18,Female,3.97,332,Engineering,0.81,0.2,0.76,Average
4854,27,Male,2.6,701,Science,0.76,0.05,0.09,Good
4855,27,Female,2.06,702,Arts,0.69,0.97,0.59,Average
4856,24,Female,2.33,276,Engineering,0.66,0.57,0.01,Good
4857,18,Female,2.79,549,Engineering,0.92,0.18,0.26,Average
4858,18,Female,2.63,259,Engineering,0.65,0.71,0.67,Poor
4859,22,Male,2.19,654,Science,0.76,0.49,0.17,Average
4860,26,Female,2.87,664,Arts,0.76,0.43,0.2,Average
4861,23,Female,2.68,510,Arts,0.87,0.91,0.06,Average
4862,20,Female,2.25,290,Arts,0.71,0.71,0.75,Poor
4863,20,Male,2.59,497,Engineering,0.94,0.69,0.45,Good
4864,24,Female,3.77,524,Engineering,0.68,0.1,0.89,Average
4865,23,Male,2.6,479,Arts,0.92,0.09,0.36,Good
4866,26,Male,3.43,317,Science,0.94,0.66,0.44,Good
4867,23,Male,3.22,766,Arts,0.68,0.16,0.49,Poor
4868,22,Male,2.85,470,Engineering,0.92,0.45,0.86,Poor
4869,27,Female,2.48,716,Arts,0.89,0.57,0.29,Average
4870,24,Male,2.74,300,Arts,0.95,0.39,0.05,Average
4871,18,Male,3.18,587,Arts,0.8,0.09,0.63,Poor
4872,29,Male,2.7,485,Science,0.69,0.74,0.83,Poor
4873,24,Male,2.43,252,Engineering,0.96,0.89,0.56,Average
4874,20,Male,2.23,439,Engineering,0.92,0.16,0.32,Average
4875,26,Female,3.76,413,Arts,0.61,0.85,0.63,Good
4876,23,Male,2.88,560,Engineering,0.98,0.79,0.99,Average
4877,26,Female,3.25,563,Science,0.98,0.56,0.57,Poor
4878,22,Female,2.98,526,Arts,0.74,0.6,0.32,Good
4879,24,Male,3.75,675,Science,0.6,0.65,0.24,Good
4880,21,Female,3.09,296,Arts,0.82,0.52,1.0,Good
4881,24,Female,2.96,526,Arts,0.97,0.84,0.85,Good
4882,18,Female,3.85,272,Arts,0.65,0.47,0.28,Good
4883,24,Male,3.44,455,Science,0.84,0.55,0.26,Good
4884,25,Male,2.22,369,Engineering,0.89,0.04,0.8,Poor
4885,22,Male,2.36,532,Engineering,0.65,0.18,0.99,Poor
4886,19,Male,3.57,356,Engineering,0.81,0.9,0.47,Average
4887,22,Male,3.67,618,Engineering,0.64,0.12,0.23,Poor
4888,23,Male,3.09,657,Science,0.82,0.9,0.23,Poor
4889,29,Male,3.11,298,Engineering,0.78,0.64,0.8,Average
4890,19,Female,3.26,443,Engineering,0.71,0.92,0.61,Good
4891,23,Female,2.88,676,Arts,0.94,0.81,0.63,Poor
4892,23,Male,3.36,640,Science,0.75,0.87,0.19,Poor
4893,18,Female,2.22,393,Arts,0.88,0.52,0.13,Good
4894,18,Male,3.92,574,Engineering,0.92,0.83,0.01,Good
4895,28,Male,3.5,566,Arts,0.67,0.46,0.92,Poor
4896,27,Male,3.26,354,Engineering,0.65,0.04,0.35,Good
4897,20,Female,2.63,698,Arts,0.6,0.65,0.76,Poor
4898,27,Male,2.32,733,Science,0.72,0.73,0.88,Good
4899,27,Male,2.82,657,Arts,0.93,0.1,0.6,Average
4900,29,Male,3.32,312,Arts,0.91,0.82,0.42,Poor
4901,20,Male,3.27,223,Arts,0.95,0.08,0.04,Good
4902,21,Female,2.77,482,Arts,0.9,0.44,0.34,Good
4903,19,Male,3.23,491,Engineering,0.61,0.49,0.32,Average
4904,26,Female,3.63,562,Arts,0.75,0.04,0.57,Good
4905,27,Female,2.05,600,Science,0.6,0.07,0.76,Good
4906,29,Male,2.9,767,Arts,0.61,0.45,0.71,Good
4907,28,Male,3.52,465,Science,0.79,0.31,0.87,Poor
4908,24,Female,3.09,253,Arts,0.74,0.82,0.05,Average
4909,24,Female,3.3,621,Engineering,0.82,0.41,0.61,Average
4910,23,Female,3.03,673,Science,0.63,0.11,0.19,Average
4911,20,Female,3.98,442,Science,0.84,0.16,0.97,Poor
4912,23,Male,2.11,553,Arts,0.63,0.67,0.41,Good
4913,29,Female,2.98,587,Engineering,0.77,0.95,0.62,Poor
4914,25,Female,2.18,377,Engineering,0.74,0.87,0.35,Average
4915,25,Female,2.32,674,Science,0.69,0.13,0.22,Average
4916,28,Female,2.77,772,Arts,0.72,0.02,0.69,Average
4917,26,Male,2.31,604,Engineering,0.6,0.03,0.94,Poor
4918,18,Male,3.93,235,Engineering,0.73,0.55,0.06,Poor
4919,18,Male,3.89,557,Engineering,0.63,0.49,0.83,Good
4920,20,Female,2.67,757,Arts,0.97,0.01,0.34,Poor
4921,20,Female,3.28,526,Arts,0.63,0.06,0.12,Good
4922,27,Male,3.07,243,Science,0.98,1.0,0.71,Good
4923,25,Male,3.63,519,Arts,0.8,0.96,0.08,Good
4924,27,Female,3.25,671,Engineering,0.81,0.13,0.73,Average
4925,18,Male,2.0,468,Science,0.92,0.16,0.44,Good
4926,19,Female,3.53,724,Arts,0.88,0.9,0.16,Poor
4927,19,Female,3.49,224,Engineering,0.69,0.51,0.16,Poor
4928,20,Female,3.02,750,Engineering,0.61,0.96,0.75,Average
4929,23,Female,3.81,356,Science,0.91,0.52,0.83,Average
4930,18,Female,3.82,384,Science,0.65,0.58,0.69,Average
4931,19,Female,3.05,373,Arts,0.84,0.22,0.72,Poor
4932,18,Male,3.22,593,Arts,0.98,0.88,0.85,Poor
4933,22,Male,3.99,385,Science,0.82,0.83,0.43,Good
4934,24,Male,2.6,480,Science,0.71,0.34,0.17,Poor
4935,25,Female,2.65,785,Engineering,0.67,0.61,0.38,Average
4936,27,Male,2.37,494,Arts,0.61,0.34,0.98,Good
4937,18,Female,3.79,727,Engineering,0.85,0.46,0.45,Good
4938,24,Female,3.49,387,Science,0.82,0.85,0.92,Average
4939,22,Female,2.21,611,Science,0.78,0.42,0.7,Good
4940,27,Female,3.96,385,Science,0.68,0.84,0.74,Average
4941,18,Male,3.46,743,Arts,0.69,0.96,0.19,Average
4942,20,Male,3.7,774,Science,0.98,0.42,0.37,Average
4943,24,Male,2.1,500,Science,0.61,0.88,0.73,Poor
4944,27,Female,3.01,508,Arts,0.75,0.3,0.66,Average
4945,18,Male,3.4,388,Science,0.62,0.0,0.86,Average
4946,24,Male,3.09,610,Arts,0.68,0.08,0.21,Good
4947,22,Male,3.33,737,Science,0.97,0.74,0.75,Good
4948,18,Female,3.64,586,Arts,0.66,0.1,0.04,Average
4949,18,Male,2.75,750,Arts,0.84,0.94,0.3,Good
4950,18,Female,3.7,392,Arts,0.74,0.87,0.63,Poor
4951,28,Male,2.33,362,Arts,0.85,0.51,0.98,Poor
4952,26,Female,2.54,252,Engineering,0.94,0.58,0.99,Good
4953,28,Male,2.09,674,Arts,0.71,0.69,0.44,Good
4954,20,Male,2.73,373,Arts,0.63,0.73,0.76,Good
4955,22,Male,2.76,395,Arts,0.68,0.49,0.6,Good
4956,28,Female,3.61,410,Arts,0.78,0.31,0.71,Good
4957,27,Male,3.31,589,Science,0.81,0.91,0.73,Poor
4958,29,Male,2.87,507,Science,0.98,0.05,0.55,Average
4959,26,Female,3.3,656,Arts,0.61,0.36,0.81,Good
4960,23,Female,2.11,530,Arts,0.9,0.67,0.58,Average
4961,29,Female,2.36,694,Engineering,0.63,0.89,0.1,Good
4962,26,Female,3.25,528,Arts,0.63,0.07,0.99,Average
4963,25,Male,3.28,228,Arts,0.86,0.66,0.3,Good
4964,25,Male,3.55,321,Arts,0.96,0.49,0.96,Good
4965,18,Female,2.81,657,Science,0.72,0.69,0.29,Poor
4966,26,Male,3.45,617,Arts,0.71,0.32,0.85,Poor
4967,23,Female,3.37,358,Arts,0.85,0.71,0.69,Poor
4968,26,Male,3.93,797,Engineering,0.91,0.18,0.36,Poor
4969,20,Female,2.43,715,Science,0.95,0.78,0.94,Good
4970,29,Male,3.1,201,Engineering,0.7,0.75,0.58,Poor
4971,20,Female,3.2,501,Arts,0.9,0.95,0.83,Average
4972,23,Female,4.0,278,Engineering,0.72,0.17,0.8,Poor
4973,26,Male,2.4,514,Arts,0.82,0.72,0.05,Average
4974,24,Male,3.05,527,Arts,0.68,0.32,0.27,Average
4975,20,Male,2.69,475,Science,0.66,0.28,0.47,Good
4976,20,Female,3.05,651,Engineering,0.97,0.4,0.93,Poor
4977,19,Male,2.46,764,Arts,0.82,0.29,0.06,Poor
4978,26,Female,2.1,685,Engineering,0.6,0.25,0.19,Average
4979,20,Male,3.15,306,Science,0.92,0.77,0.62,Average
4980,28,Male,2.67,766,Arts,0.88,0.7,0.65,Poor
4981,22,Female,2.36,445,Science,0.73,0.11,0.16,Average
4982,26,Female,2.65,363,Engineering,0.79,0.56,0.95,Good
4983,25,Male,2.1,726,Engineering,0.78,0.33,0.18,Poor
4984,19,Female,3.9,200,Engineering,0.71,0.97,0.18,Good
4985,20,Female,3.16,336,Arts,0.99,0.43,0.64,Good
4986,19,Male,3.63,350,Arts,0.82,0.04,0.42,Poor
4987,25,Female,2.85,379,Arts,0.96,0.33,0.03,Poor
4988,23,Male,3.81,686,Science,0.83,0.31,0.92,Average
4989,23,Male,2.97,217,Engineering,0.88,0.01,0.08,Good
4990,29,Female,3.15,424,Engineering,0.61,0.49,0.16,Poor
4991,26,Male,2.98,304,Engineering,0.8,0.91,0.9,Poor
4992,25,Female,3.47,264,Science,0.89,0.8,0.28,Good
4993,21,Male,3.13,532,Arts,0.65,0.68,0.82,Average
4994,29,Female,2.54,571,Science,0.87,0.34,0.17,Poor
4995,21,Female,2.29,406,Engineering,0.63,0.23,0.05,Good
4996,26,Female,3.21,428,Engineering,0.92,0.34,0.23,Good
4997,18,Female,2.98,780,Science,0.99,0.12,0.74,Average
4998,19,Female,2.19,341,Arts,0.85,0.1,0.66,Poor
4999,19,Male,2.79,530,Arts,0.63,0.57,0.31,Good
5000,23,Male,3.03,470,Engineering,0.83,0.81,0.63,Average
5001,21,Female,3.65,524,Science,0.9,0.1,0.66,Poor
5002,28,Male,2.15,726,Arts,0.97,0.34,0.56,Poor
5003,27,Female,2.7,746,Science,0.62,0.12,0.94,Poor
5004,20,Female,3.65,268,Engineering,0.91,0.31,0.79,Poor
5005,20,Male,3.3,411,Engineering,0.65,0.83,0.82,Poor
5006,20,Male,2.58,757,Engineering,0.92,0.03,0.43,Average
5007,23,Female,3.69,581,Engineering,0.96,0.65,0.68,Good
5008,25,Female,2.99,619,Arts,0.94,0.06,0.18,Average
5009,28,Female,3.0,796,Engineering,0.86,0.43,0.3,Good
5010,24,Female,3.95,247,Arts,0.8,0.47,0.5,Average
5011,21,Female,3.89,430,Arts,0.95,0.4,0.82,Poor
5012,28,Female,2.72,778,Science,0.81,0.64,0.34,Average
5013,29,Male,2.28,676,Engineering,0.68,0.97,0.44,Good
5014,21,Female,2.65,288,Arts,0.98,0.27,0.96,Poor
5015,28,Female,2.06,251,Science,0.75,0.61,0.28,Good
5016,27,Male,2.04,733,Science,0.85,0.35,0.62,Poor
5017,28,Female,2.79,621,Engineering,0.68,1.0,0.1,Poor
5018,28,Female,3.88,645,Engineering,0.64,0.95,0.41,Poor
5019,28,Male,3.74,330,Science,0.82,0.09,0.33,Good
5020,19,Female,3.02,799,Arts,0.82,0.97,0.01,Good
5021,18,Male,3.13,573,Engineering,0.75,0.74,0.59,Average
5022,26,Female,2.01,750,Science,0.72,0.99,0.33,Good
5023,29,Male,2.43,729,Science,0.75,0.77,0.25,Average
5024,29,Male,2.05,304,Arts,0.92,0.13,0.89,Good
5025,19,Male,3.51,586,Arts,0.74,0.75,0.23,Poor
5026,25,Female,2.29,535,Science,0.97,0.73,0.41,Average
5027,26,Female,3.74,316,Arts,0.65,0.17,0.95,Average
5028,21,Male,3.29,200,Engineering,0.97,0.75,0.08,Average
5029,25,Male,2.46,737,Science,0.88,0.67,0.94,Average
5030,26,Female,2.32,635,Arts,0.74,0.99,0.39,Good
5031,27,Female,3.26,695,Arts,0.6,0.62,0.79,Average
5032,27,Female,3.8,211,Arts,0.92,0.41,0.36,Poor
5033,22,Female,3.44,493,Arts,0.99,0.95,0.42,Good
5034,24,Female,2.7,707,Science,0.99,0.63,0.44,Poor
5035,27,Male,3.17,764,Arts,0.77,0.35,0.95,Good
5036,21,Female,2.62,327,Engineering,0.63,0.02,0.55,Good
5037,18,Male,4.0,275,Engineering,0.73,0.76,0.22,Average
5038,20,Female,3.5,468,Science,0.72,0.12,0.61,Poor
5039,22,Male,3.23,345,Science,0.64,0.92,0.89,Poor
5040,20,Male,2.85,602,Engineering,0.81,0.96,0.21,Poor
5041,29,Female,3.24,698,Engineering,0.84,0.24,0.34,Good
5042,28,Male,2.68,759,Science,0.89,0.11,0.57,Average
5043,24,Male,2.06,398,Engineering,0.62,0.6,0.99,Good
5044,29,Male,2.79,782,Engineering,0.71,0.21,0.47,Average
5045,26,Male,3.86,702,Science,0.74,0.54,0.58,Poor
5046,29,Female,3.25,602,Science,0.96,0.41,0.14,Poor
5047,23,Male,2.17,408,Arts,0.96,0.79,0.76,Poor
5048,27,Female,3.77,541,Arts,0.7,1.0,0.22,Poor
5049,18,Male,2.54,247,Engineering,0.79,0.46,0.33,Good
5050,24,Female,2.49,740,Science,0.77,0.69,0.71,Average
5051,20,Female,2.59,375,Arts,0.81,0.34,0.71,Poor
5052,22,Female,3.15,710,Engineering,0.71,0.86,0.32,Average
5053,27,Male,3.09,218,Engineering,0.79,0.04,0.85,Average
5054,21,Female,2.98,694,Engineering,0.66,0.49,0.79,Good
5055,27,Female,3.44,554,Engineering,0.88,0.18,0.62,Good
5056,22,Male,2.63,758,Science,0.75,0.18,0.18,Good
5057,22,Female,3.56,544,Engineering,0.82,0.53,0.9,Good
5058,23,Male,2.35,259,Arts,0.84,0.31,0.53,Average
5059,27,Male,3.57,428,Science,0.93,0.46,0.38,Poor
5060,29,Female,3.33,346,Engineering,0.63,0.31,0.93,Poor
5061,27,Male,3.37,497,Arts,0.79,0.46,0.97,Average
5062,28,Male,2.96,532,Arts,0.96,0.29,0.72,Poor
5063,23,Male,3.33,531,Science,0.73,0.8,0.79,Average
5064,25,Female,2.16,632,Science,0.78,0.56,0.25,Average
5065,25,Male,3.7,598,Science,0.63,0.16,0.26,Poor
5066,28,Male,2.11,534,Arts,0.9,0.01,0.57,Good
5067,26,Male,2.3,408,Arts,0.63,0.02,0.98,Good
5068,25,Female,3.15,610,Engineering,0.85,0.42,0.74,Poor
5069,28,Male,3.48,786,Science,0.75,0.31,0.75,Good
5070,19,Female,2.15,798,Science,0.74,0.26,0.26,Poor
5071,29,Male,3.84,470,Science,0.83,0.62,0.42,Poor
5072,27,Female,3.95,379,Science,0.83,0.81,0.34,Poor
5073,29,Female,3.21,614,Arts,0.76,0.06,0.3,Good
5074,28,Female,2.96,545,Science,0.71,0.11,0.73,Average
5075,18,Male,3.48,718,Arts,0.8,0.37,0.1,Average
5076,27,Male,2.66,637,Arts,0.71,0.44,0.17,Good
5077,19,Male,2.99,212,Science,0.64,0.4,0.41,Good
5078,19,Female,3.83,603,Arts,0.92,0.64,0.3,Average
5079,29,Male,3.91,579,Arts,0.88,0.09,0.9,Average
5080,20,Male,3.85,620,Science,0.63,0.49,0.2,Average
5081,27,Female,2.52,379,Science,0.67,0.81,0.25,Average
5082,24,Male,2.46,482,Engineering,0.64,0.93,0.18,Poor
5083,19,Male,2.6,617,Arts,0.92,0.56,0.86,Poor
5084,18,Female,2.88,555,Arts,0.91,0.14,0.2,Average
5085,23,Female,2.63,215,Engineering,0.76,0.73,0.35,Poor
5086,26,Male,2.75,514,Engineering,0.93,0.8,0.67,Average
5087,20,Female,3.24,732,Science,0.99,0.2,0.08,Good
5088,23,Male,3.53,215,Engineering,0.99,0.68,0.82,Poor
5089,20,Male,3.47,664,Science,0.99,0.93,0.71,Poor
5090,18,Male,3.63,662,Science,0.94,0.72,0.26,Good
5091,29,Male,2.06,744,Science,0.69,0.42,0.39,Average
5092,22,Male,2.1,268,Arts,0.62,0.44,0.62,Poor
5093,27,Female,3.58,610,Arts,0.92,0.08,0.95,Poor
5094,28,Female,3.07,251,Science,0.72,0.53,0.63,Poor
5095,21,Male,3.16,264,Engineering,0.74,0.8,0.25,Average
5096,24,Female,2.11,666,Arts,0.63,0.98,0.48,Poor
5097,23,Female,2.51,471,Arts,0.89,0.4,0.45,Good
5098,27,Male,3.28,638,Engineering,0.77,0.44,0.53,Poor
5099,24,Female,3.72,729,Arts,0.68,0.05,0.52,Good
5100,22,Female,3.83,472,Engineering,0.86,0.78,0.36,Good
5101,21,Male,3.0,658,Engineering,0.99,0.72,0.87,Average
5102,24,Male,3.09,372,Arts,0.8,0.4,0.33,Average
5103,24,Male,3.67,767,Engineering,0.84,0.71,0.53,Poor
5104,23,Male,3.08,720,Engineering,0.67,0.62,0.26,Good
5105,25,Male,3.03,696,Science,0.66,0.77,0.43,Good
5106,21,Male,3.81,733,Science,0.78,0.31,0.68,Average
5107,27,Male,3.58,271,Arts,0.94,0.65,0.76,Poor
5108,22,Female,3.82,371,Engineering,0.96,0.63,0.81,Poor
5109,21,Male,2.44,491,Arts,0.86,0.09,0.74,Good
5110,29,Female,3.05,451,Arts,0.74,0.28,0.47,Poor
5111,18,Female,3.68,608,Science,0.9,0.86,0.04,Poor
5112,29,Male,2.22,566,Engineering,0.72,0.16,0.52,Good
5113,25,Female,3.59,455,Arts,0.69,0.38,0.06,Average
5114,18,Female,2.37,724,Arts,0.92,0.23,0.97,Poor
5115,22,Female,3.62,639,Science,0.9,0.14,0.38,Average
5116,23,Male,3.22,534,Science,0.95,0.14,0.5,Poor
5117,23,Female,2.39,634,Science,0.83,0.35,0.13,Average
5118,22,Female,2.95,660,Arts,0.96,0.8,1.0,Poor
5119,20,Male,3.36,507,Engineering,0.61,0.97,0.49,Poor
5120,22,Female,3.27,294,Science,0.7,0.57,0.3,Poor
